,N_movie_code,title,comeout_date,expert_rating,starring_actors,running_times,directors,audience_rating,rating_audiences
155,147001,내부자들: 디 오리지널,2015,-,"이병헌(안상구), 조승우(우장훈), 백윤식(이강희)",180분,우민호,9.05240706886045,1641
156,99748,스누피:더 피너츠 무비,2015,6.00,"빌 멜렌데즈(스누피 / 우드스톡 목소리), 노아 스납(찰리 브라운 목소리)",93분,스티브 마티노,7.867149758454106,414
157,127321,우먼 인 골드,2015,7.00,"헬렌 미렌(마리아 알트만), 라이언 레이놀즈(랜드 쉔베르크), 다니엘 브륄(유베르투스 체르닌)",109분,사이먼 커티스,9.0625,80
158,125466,시카리오: 암살자의 도시,2015,7.97,"에밀리 블런트(케이트 메이서), 베니시오 델 토로(알레한드로), 조슈 브롤린(맷 그레이버)",121분,드니 빌뇌브,8.0,78
159,140895,러브 라이브! 더 스쿨 아이돌 무비,LOVELIVE THE School idol Movie,-,"닛타 에미(코우사카 호노카), 난죠 요시노(아야세 에리), 우치다 아야(미나미 코토리)",99분,쿄고쿠 타카히코,9.361204013377927,299
160,136832,퇴마: 무녀굴,2015,5.17,"김성균(신진명), 유선(김금주), 천호진(강목사)",105분,김휘,7.868525896414343,251
161,134685,극장판 도라에몽: 진구의 우주영웅기~스페이스 히어로즈~,Doraemon The Movie: N...,5.67,"미즈타 와사비(도라에몽 목소리), 오오하라 메구미(노비타(진구) 목소리), 카카즈 유미(시즈카 목소리)",100분,오오스기 요시히로,8.666666666666666,48
162,132991,미라클 벨리에,The Belier Family,6.81,"루안 에머라(폴라 벨리에), 카린 비아르(지지 벨리에), 프랑수아 다미앙(로돌프 벨리에)",105분,에릭 라티고,8.825581395348838,86
163,118376,셀프/리스,2015,5.17,"라이언 레이놀즈(젊은 데미안), 매튜 구드(알브라이트), 벤 킹슬리(데미안)",117분,타셈 싱,7.945652173913044,92
164,90591,맨 프롬 UNCLE,2015,6.25,"헨리 카빌(나폴레옹 솔로), 아미 해머(일리야), 알리시아 비칸데르(개비 텔러)",116분,가이 리치,8.038461538461538,78
165,137991,프리덤,2014,-,"쿠바 구딩 쥬니어(사무엘), 베르나르드 포처(존 뉴턴), 윌리암 새들러(핌턴)",95분,피터 쿠센스,8.545454545454545,11
166,130733,돌연변이,2015,6.31,"이광수(구), 이천희(상원), 박보영(주진)",93분,권오광,7.467532467532467,77
167,135807,극장판 파워레인저 트레인포스 VS 다이노포스 THE MOVIE,-,-,"심규혁, 이인석, 강시현",60분,와타나베 카츠야,8.461538461538462,104
168,179150,맥베스,2017,-,"젤리코 루치치(맥베스), 안나 네트렙코(레이디 맥베스), 일데브란도 다르칸젤로(뱅쿠오)",181분,필리다 로이드,-,-
169,142010,더 매직: 리틀톰과 도둑공주,Tom Little and the Magic Mirror,7.00,"카를로스 블랑코(톰), 몬티 카스티네이라스(마법거울), 마리아 카스트로(공주)",78분,어네스토 파드롱,7.432098765432099,81
170,81967,사우스포,2015,5.33,"제이크 질렌할(빌리 호프), 레이첼 맥아담스(모린 호프), 우나 로렌스(레일라 호프)",124분,안톤 후쿠아,8.857142857142858,35
171,137973,갤로우즈,2015,3.33,"캐시디 지포드(캐시디 스플리커), 파이퍼 브라운(파이퍼 로즈), 라이언 슈즈(라이언 슈즈)",81분,"트래비스 클러프, 크리스 로핑",6.607142857142857,56
172,129164,숀더쉽,-,6.80,"저스틴 플레쳐, 존 스파크스, 오미드 다릴리",85분,"마크 버튼, 리처드 스타잭",8.358695652173912,92
173,140199,지금은맞고그때는틀리다,Wrong Then,8.45,"정재영(함춘수), 김민희(윤희정)",121분,홍상수,8.601895734597157,211
174,129016,쓰리 썸머 나잇,2014,-,"김동욱(명석), 임원희(달수), 손호준(해구)",106분,김상진,7.724137931034483,58
175,109626,러덜리스,2014,6.15,"빌리 크루덥(샘), 안톤 옐친(쿠엔틴)",105분,윌리암 H. 머시,8.741935483870968,62
176,114260,다크 플레이스,2015,6.00,"샤를리즈 테론(리비 데이), 니콜라스 홀트(라일), 클로이 모레츠(디온드라)",113분,질스 파겟-브레너,7.609756097560975,41
177,140711,보루토 - 나루토 더 무비,BORUTO -NARUTO THE MOVIE-,-,"산페이 유코(우즈마키 보루토 목소리), 키쿠치 코코로(우치하 사라다 목소리), 타케우치 준코(우즈마키 나루토 목소리)",95분,야마시타 히로유키,9.707792207792208,154
178,122469,히트맨: 에이전트 47,2015,5.50,"루퍼트 프렌드(에이전트 47), 한나 웨어(카디아), 재커리 퀸토(존 스미스)",98분,알렉산더 바흐,7.833333333333333,84
179,51055,아더와 미니모이3: 두 세계의 전쟁,Arthur And The Two Worlds War,-,"프레디 하이모어(아더), 셀레나 고메즈(셀레니아), 페니 밸포어(로즈)",101분,뤽 베송,8.326086956521738,46
180,140015,주온: 더 파이널,juon : the final,-,"타이라 아이리, 키리야마 렌",90분,오치아이 마사유키,5.155555555555556,45
181,123275,파더 앤 도터,2015,6.25,"아만다 사이프리드(케이티), 러셀 크로우(제이크 데이비스), 아론 폴(카메론)",91분,가브리엘 무치노,8.25925925925926,27
182,115296,대니 콜린스,2015,6.00,"알 파치노(대니 콜린스), 아네트 베닝(메리 싱클레어), 제니퍼 가너(사만다 레이 도넬리)",106분,댄 포겔맨,9.382716049382717,81
183,126386,고녀석 맛나겠다2 : 함께라서 행복해,You Are So Yummy - Happy to Be with You,4.67,"엄상현(미르 목소리), 시영준(제스타 목소리), 안장혁(발드 목소리)",80분,"최경석, 노나카 카즈미",8.35135135135135,111
184,120793,더 랍스터,2015,7.64,"콜린 파렐(데이비드), 레이첼 와이즈(근시 여인), 레아 세이두(외톨이 리더)",118분,요르고스 란티모스,8.524590163934427,122
185,133631,개구리왕국,-,6.00,"벨라 손, 카메론 달라스, 롭 슈나이더",77분,넬슨 신,7.314285714285714,35
186,142242,이웃집에 신이 산다,The Brand New Testament,6.21,"브누와 뽀엘부르드(디유), 욜랜드 모로(엄마), 까뜨린느 드뇌브(마틴)",115분,자코 반 도마엘,7.14,200
187,129086,더 비지트,2015,6.70,"올리비아 데종(베카), 에드 옥슨볼드(타일러)",94분,M. 나이트 샤말란,6.682926829268292,41
188,132610,바닷마을 다이어리,Our Little Sister,7.02,"아야세 하루카(코우다 사치), 나가사와 마사미(코우다 요시노), 카호(코우다 치카)",128분,고레에다 히로카즈,8.86896551724138,145
189,124240,미안해 사랑해 고마워,2014,4.00,"지진희(명환), 김성균(태영), 성유리(서정)",115분,전윤수,8.026315789473685,38
190,134954,비밀,-,4.81,"성동일, 손호준, 김유정",102분,"박은경, 이동하",7.0588235294117645,17
191,128392,라스트 위치 헌터,2015,4.00,"빈 디젤(코울더), 로즈 레슬리(클로이), 일라이저 우드(37대 돌란)",106분,브렉 에이즈너,7.407692307692308,130
192,130957,스트레이트 아웃 오브 컴턴,2015,7.08,"오셔 잭슨 주니어(아이스 큐브), 코리 호킨스(닥터 드레), 제이슨 밋첼(이지-E)",147분,F. 게리 그레이,8.854545454545455,110
193,95327,이스케이프,-,5.83,"오웬 윌슨 피어스, 브로스넌, 레이크 벨",103분,존 에릭 도들,8.206896551724139,29
194,111990,크림슨 피크,2015,6.29,"톰 히들스턴(토마스 샤프), 제시카 차스테인(루실 샤프), 미아 와시코브스카(이디스 쿠싱)",118분,기예르모 델 토로,7.239130434782608,92
195,130903,검사외전,2015,5.94,"황정민(변재욱), 강동원(한치원)",126분,이일형,8.632157581310123,6549
196,122527,캡틴 아메리카: 시빌 워,-,7.50,"크리스 에반스, 로버트 다우니 주니어",147분,"안소니 루소, 조 루소",8.996032112208177,10837
197,121051,곡성,-,8.18,"곽도원, 황정민, 쿠니무라 준",156분,나홍진,8.008699014111734,5173
198,130850,주토피아,2016,7.20,"지니퍼 굿윈(주디 홉스 목소리), 제이슨 베이트먼(닉 와일드 목소리), 샤키라(가젤 목소리)",108분,"바이론 하워드, 리치 무어",9.311522048364154,703
199,123519,아가씨,2016,7.68,"김민희(히데코), 김태리(숙희), 하정우(백작)",144분,박찬욱,7.559087204563977,3681
200,97692,쿵푸팬더3,2016,6.47,"잭 블랙(포 목소리), 안젤리나 졸리(타이그리스 목소리), 더스틴 호프만(시푸 목소리)",95분,"여인영, 알레산드로 칼로니",8.894853348090757,1807
201,135843,귀향,-,5.80,"강하나, 최리, 손숙",127분,조정래,9.521487351417251,3281
202,75426,데드풀,-,6.89,라이언 레이놀즈,106분,팀 밀러,8.60940536338904,2573
203,119430,엑스맨: 아포칼립스,2016,7.35,"제임스 맥어보이(찰스 자비에 교수 / 프로페서 X), 마이클 패스벤더(에릭 렌셔 / 마그네토), 제니퍼 로렌스(레이븐 다크홀름 / 미스틱)",143분,브라이언 싱어,8.295994328252393,2821
204,122489,정글북,-,7.02,"닐 세티, 빌 머레이, 스칼렛 요한슨",106분,존 파브로,8.67259056732741,1463
205,109960,배트맨 대 슈퍼맨: 저스티스의 시작,2016,5.95,"헨리 카빌(클락 켄트 / 슈퍼맨), 벤 애플렉(브루스 웨인 / 배트맨), 에이미 아담스(로이스 레인)",151분,잭 스나이더,7.34433962264151,2120
206,124212,레버넌트: 죽음에서 돌아온 자,2015,7.46,"레오나르도 디카프리오(휴 글래스), 톰 하디(존 피츠 제럴드), 도널 글리슨(앤드류 헨리)",156분,알레한드로 곤잘레스 이냐리투,8.009656652360515,932
207,114282,컨저링 2,2016,6.57,"베라 파미가(로레인), 패트릭 윌슨(에드), 프란카 포텐테(애니타)",134분,제임스 완,8.487762237762238,1144
208,115504,탐정 홍길동: 사라진 마을,2016,6.80,"이제훈(홍길동), 김성균(강성일)",125분,조성희,8.370217166494312,967
209,109910,굿 다이노,2015,6.22,"레이몬드 오초아(알로 목소리), 제프리 라이트(아빠 목소리), 프란시스 맥도맨드(엄마 목소리)",101분,피터 손,8.996168582375478,1305
210,143245,셜록: 유령신부,2015,6.50,"베네딕트 컴버배치(셜록 홈즈), 마틴 프리먼(존 왓슨)",115분,더글러스 맥키넌,7.442600276625173,1446
211,74866,인디펜던스 데이: 리써전스,2016,5.20,"빌 풀만(토마스 J. 휘트모어), 리암 헴스워스(제이크 모리슨), 제프 골드브럼(데이빗 레빈슨)",120분,롤랜드 에머리히,7.42015503875969,1290
212,124025,시간이탈자,2015,4.93,"임수정(윤정/소은), 조정석(지환), 이진욱(건우)",107분,곽재용,8.080204778156997,586
213,134899,동주,2015,7.50,"강하늘(윤동주), 박정민(송몽규), 김인우(고등형사)",110분,이준익,9.383582089552238,670
214,75006,워크래프트: 전쟁의 서막,2016,5.96,"트래비스 핌멜(안두인 로서), 벤 포스터(메디브), 폴라 패튼(가로나)",122분,던칸 존스,8.683649289099526,1688
215,130720,특별수사: 사형수의 편지,2015,5.20,"김명민(최필재), 김상호(권순태), 성동일(김판수)",120분,권종관,8.610481586402265,706
216,136686,오빠생각,-,5.66,"임시완, 고아성",124분,이한,8.72,500
217,140718,"날, 보러와요",2015,5.50,"강예원(강수아), 이상윤(나남수), 최진호(장원장)",91분,이철하,8.30791788856305,682
218,118967,갓 오브 이집트,2016,3.50,"제라드 버틀러(세트), 니콜라이 코스터 왈도(호루스), 브렌튼 스웨이츠(백)",126분,알렉스 프로야스,8.185185185185185,567
219,136893,좋아해줘,2015,6.40,"이미연(조경아), 최지우(함주란), 김주혁(정성찬)",123분,박현진,8.771289537712896,411
220,137915,미 비포 유,2016,5.00,"에밀리아 클라크(루이자), 샘 클라플린(윌)",110분,테아 샤록,8.81132075471698,636
221,127865,런던 해즈 폴른,2016,4.00,"제라드 버틀러(마이크 배닝), 아론 에크하트(벤자민 아서), 모건 프리먼(스피커 트럼불)",98분,바박 나자피,8.8125,272
222,133457,앵그리버드 더 무비,2016,6.00,"신동엽(척 한국어 목소리), 신용우(레드 한국어 목소리), 정영웅(밤 한국어 목소리)",97분,"클레이 케이티스, 퍼갈 레일리",8.435855263157896,608
223,62285,그날의 분위기,2015,5.31,"문채원(배수정), 유연석(김재현)",103분,조규장,8.022988505747126,348
224,124031,널 기다리며,2015,5.06,"심은경(희주), 윤제문(대영), 김성오(기범)",108분,모홍진,7.894859813084112,428
225,146560,싱 스트리트,2016,6.81,"페리다 월시-필로(코너), 루시 보인턴(라피나), 잭 레이너(브렌든)",106분,존 카니,9.097664543524417,471
226,120165,해어화,LOVE,5.62,"한효주(정소율), 유연석(김윤우), 천우희(서연희)",120분,박흥식,8.324675324675324,308
227,132998,계춘할망,2016,6.16,"윤여정(계춘), 김고은(혜지)",116분,창감독,8.732394366197184,355
228,136821,"로봇, 소리",2015,6.58,"이성민(해관 (아버지)), 이희준(진호), 이하늬(지연)",117분,이호재,8.542372881355933,354
229,136842,빅쇼트,2015,7.29,"크리스찬 베일(마이클 버리), 스티브 카렐(마크 바움), 라이언 고슬링(자레드 베넷)",130분,아담 맥케이,7.813008130081301,246
230,94195,헌츠맨: 윈터스 워,2016,4.95,"크리스 헴스워스(에릭), 샤를리즈 테론(이블 퀸), 에밀리 블런트(아이스 퀸)",113분,세딕 니콜라스 트로얀,7.586956521739131,368
231,107374,나를 잊지 말아요,2014,4.36,"정우성(연석원), 김하늘(김진영)",106분,이윤정,6.63903743315508,374
232,142691,나의 소녀시대,Our Times,6.80,"송운화(린전신), 왕대륙(쉬타이위), 이옥새(오우양)",134분,프랭키 첸,10.0,1
233,134856,클로버필드 10번지,2016,7.17,"메리 엘리자베스 윈스티드(미셸), 존 굿맨(하워드), 존 갤러거 주니어(에밋)",103분,댄 트라첸버그,7.333333333333333,291
234,101962,캐롤,2015,8.96,"케이트 블란쳇(캐롤 에어드), 루니 마라(테레즈), 카일 챈들러(하지 에어드)",118분,토드 헤인즈,8.706161137440759,422
235,136687,위대한 소원,2016,5.00,"류덕환(고환), 김동영(남준), 안재홍(갑덕)",93분,남대중,8.296610169491526,236
236,129072,스포트라이트,2015,7.94,"마크 러팔로(마이크 레젠데스), 레이첼 맥아담스(샤샤 파이퍼), 마이클 키튼(월터 로빈슨)",129분,토마스 맥카시,8.788079470198676,151
237,127866,구스범스,-,6.50,"잭 블랙, 딜런 미네트, 오데야 러쉬",103분,롭 레터맨,8.482758620689655,203
238,122473,포인트 브레이크,2015,4.00,"루크 브레이시(조니 유타), 에드가 라미레즈(보디), 테레사 팔머(삼사라)",114분,에릭슨 코어,8.375,208
239,113301,앨빈과 슈퍼밴드: 악동 어드벤처,2015,3.50,"저스틴 롱(앨빈 목소리), 제이슨 리(데이브), 매튜 그레이 구블러(사이먼 목소리)",92분,월트 베커,8.422360248447205,322
240,149645,극장판 안녕 자두야,2016,-,"여민정(자두 목소리), 양정화(엄마 목소리)",75분,손석우,8.12015503875969,516
241,139700,굿바이 싱글,2016,5.97,"김혜수(주연), 마동석(평구), 김현수(단지)",119분,김태곤,8.427209705372617,1154
242,125802,비밀은 없다,2015,6.96,"손예진(김연홍), 김주혁(김종찬)",102분,이경미,6.494773519163763,287
243,136899,사냥,-,5.05,"안성기, 조진웅, 한예리",93분,이우철,5.964285714285714,616
244,137908,닌자터틀 : 어둠의 히어로,2016,5.00,"메간 폭스(에이프릴 오닐), 스티븐 아멜(케이시 존스), 로라 리니(레베카 빈센트)",112분,데이브 그린,7.897163120567376,282
245,139674,순정,2015,5.50,"디오(범실), 김소현(수옥), 연준석(산돌)",113분,이은희,9.085714285714285,175
246,136876,독수리 에디,2016,6.75,"태런 에저튼(에디), 휴 잭맨(브론슨 피어리), 크리스토퍼 월켄(워렌 샤프)",106분,덱스터 플레처,8.947136563876652,227
247,122133,남과 여,2015,6.00,"전도연(상민), 공유(기홍)",115분,이윤기,7.878612716763006,173
248,137281,짱구는 못말려 극장판: 나의 이사 이야기 선인장 대습격,Crayon Shin-Chan: M...,-,"야지마 아키코, 후지와라 케이지, 나라하시 미키",104분,하시모토 마사카즈,8.905172413793103,232
249,121061,글로리데이,2015,5.75,"지수(용비), 수호(상우), 류준열(지공)",93분,최정열,8.285714285714286,168
250,133496,부활,2016,6.00,"조셉 파인즈(클라비우스), 톰 펠튼(루시우스), 클리프 커티스(예슈아)",107분,케빈 레이놀즈,9.053571428571429,112
251,125458,조이,2015,6.17,"제니퍼 로렌스(조이), 브래들리 쿠퍼(닐 워커), 로버트 드 니로(루디)",124분,데이비드 O. 러셀,7.8343558282208585,163
252,136824,대배우,2015,5.54,"오달수(장성필), 윤제문(설강식), 이경영(깐느 박)",108분,석민우,7.553719008264463,121
253,148655,매직브러시,2016,5.00,"김서영(히로 목소리), 김경희(하나 목소리), 박상훈(흑장군 목소리)",80분,쯔씽 쫑,7.788732394366197,284
254,137709,미스컨덕트,2016,3.67,"알 파치노(애브람스), 안소니 홉킨스(데닝), 조쉬 더하멜(벤)",105분,시모사와 신타로,6.344444444444444,90
255,120791,레전드 오브 타잔,2016,5.25,"알렉산더 스카스가드(타잔/존 클레이튼), 사무엘 L. 잭슨(윌리엄스), 마고 로비(제인 포터)",109분,데이빗 예이츠,8.108219178082193,730
256,140265,13시간,2016,5.50,"존 크래신스키(잭 실바), 제임스 뱃지 데일(타이론 론 우즈), 맥스 마티니(마크 오즈 자이스트)",144분,마이클 베이,8.658227848101266,79
257,134135,극장판 아이엠스타 : 꿈의 오디션!,-,-,"정혜원, 이용신, 김채하",89분,야노 유이치로,-,-
258,125444,제5침공,-,-,"클로이 모레츠, 닉 로빈슨, 알렉스 로",112분,J 블레이크슨,6.350574712643678,174
259,51787,대니쉬 걸,2015,6.97,"에디 레드메인(에이나르 베게너 / 릴리 엘베), 알리시아 비칸데르(게르다 베게너), 앰버 허드(울라 폴슨)",119분,톰 후퍼,8.899497487437186,199
260,145336,극장판 꼬마버스 타요의 에이스 구출작전,2015,-,"문남숙(타요 목소리), 정혜옥(두리 목소리), 최하나(하나 목소리)",48분,류정우,9.11111111111111,18
261,124238,헤이트풀8,2015,8.50,"사무엘 L. 잭슨(현상금 사냥꾼), 커트 러셀(교수형 집행인), 제니퍼 제이슨 리(여죄수)",167분,쿠엔틴 타란티노,8.166666666666666,6
262,145376,최강전사 미니특공대 : 영웅의 탄생,2015,-,[국내] 전체 관람가,68분,이영준,8.46938775510204,196
263,148608,다이노소어 어드벤처: 백악기 공룡대백과,2015,5.00,[국내] 전체 관람가,84분,"닐 나이팅게일, 베리 쿡, 앤드류 코헨",7.244131455399061,213
264,119453,다이버전트 시리즈: 얼리전트,2016,4.50,"쉐일린 우들리(트리스), 테오 제임스(포), 마일즈 텔러(피터)",121분,로베르트 슈벤트케,8.335766423357665,137
265,144310,무서운 이야기 3 : 화성에서 온 소녀,2016,6.00,"임슬옹(이생), 경수진(수진), 박정민(동근)",94분,"김곡, 김선, 백승빈",5.647058823529412,136
266,147047,일사각오,2016,-,"이지형(주기철), 설지윤(오정모), 최원(소년 주광조)",115분,권혁만,9.6,5
267,172751,크리미널: 해튼가든,2018,-,"마이클 케인(브라이언), 짐 브로드벤트(테리 퍼킨스), 톰 커트니(존 케니 콜린스)",108분,제임스 마쉬,-,-
268,139438,유스,Youth,7.34,"마이클 케인(프레드 밸린저), 하비 케이틀(믹 보일), 레이첼 와이즈(레나 벨린저)",124분,파올로 소렌티노,8.533333333333333,105
269,139613,오베라는 남자,A man called Ove,6.86,"롤프 라스가드(오베), 바하르 파르스(파르바네), 필립 버그(젊은 오베)",116분,하네스 홀름,9.130952380952381,84
270,148620,다이노X 탐험대,2015,-,"정준하(공룡 타르보), 하하(탐험대 가이드)",70분,이동희,7.15483870967742,310
271,129331,오 마이 그랜파,2016,4.65,"로버트 드 니로(딕 켈리), 잭 에프론(제이슨 켈리), 줄리안 허프(메러디스)",100분,댄 마저,8.201754385964913,114
272,173484,룸싸롱 맛있는 서비스,2018,-,[국내] 청소년 관람불가,66분,조태호,-,-
273,128273,엽기적인 그녀 2,My New Sassy Girl,3.50,"차태현(견우), 빅토리아(그녀)",99분,조근식,5.87037037037037,54
274,126078,본 투 비 블루,2015,7.13,"에단 호크(쳇 베이커), 카르멘 에조고(제인/일레인), 칼럼 키스 레니(딕)",97분,로버트 뷔드로,8.595505617977528,89
275,179683,번개맨의 비밀,2018,-,"서홍석(번개맨), 김혜원(번개걸/제나), 유수호(마리오/소방서장)",69분,강유선,8.721153846153847,104
276,130757,스티브 잡스,2015,6.40,"마이클 패스벤더(스티브 잡스), 케이트 윈슬렛(조안나 호프만), 세스 로건(스티브 워즈니악)",122분,대니 보일,7.865853658536586,82
277,73462,레터스 투 갓,2010,3.00,"태너 맥과이어(타일러), 제프리 존슨(브래디 맥다니엘스), 로빈 리블리(매디 도허티)",114분,"데이빗 닉슨, 패트릭 더그티",9.3,10
278,147355,바다 탐험대 옥토넛 시즌4: 빙하탐험선S,2015,-,"하성용(바나클 목소리), 정재헌(콰지 목소리), 엄상현(페이소, 트래커 목소리)",58분,다라 오코넬,7.775862068965517,232
279,130983,트럼보,2015,7.60,"브라이언 크랜스톤(달튼 트럼보), 다이안 레인(클레오 트럼보), 헬렌 미렌(헤다 호퍼)",124분,제이 로치,8.64102564102564,39
280,149576,바다 탐험대 옥토넛 시즌4: 아슬아슬 구조대작전,2015,-,"하성용(바나클), 정재헌(콰지), 엄상현(페이소)",68분,다라 오코넬,8.451612903225806,155
281,149576,바다 탐험대 옥토넛 시즌4: 아슬아슬 구조대작전,2015,-,"하성용(바나클), 정재헌(콰지), 엄상현(페이소)",68분,다라 오코넬,8.451612903225806,155
282,148656,극장판 프랭키와 친구들: 생명의 나무,2016,-,"이소은, 안영미, 김민정",72분,박정오,8.782608695652174,69
283,114237,드레스메이커,2015,6.40,"케이트 윈슬렛(틸리), 주디 데이비스(몰리), 리암 헴스워스(테디)",118분,조셀린 무어하우스,8.0,1
284,111954,파라노말 액티비티: 더 고스트 디멘션,2015,3.00,"크리스 J. 머레이(라이언), 브릿 쇼(에밀리), 아이비 조지(레일라)",88분,그레고리 플로킨,6.55,40
285,140011,잡아야 산다,2015,3.00,"김승우(김승주), 김정태(도정택), 혁(한원태)",96분,오인천,6.977777777777778,45
286,130966,부산행,2016,7.10,"공유(석우), 정유미(성경), 마동석(상화)",118분,연상호,8.546636279226808,11847
287,137952,밀정,2016,7.50,"송강호(이정출), 공유(김우진)",140분,김지운,8.578849289541113,4293
288,141104,터널,2016,7.21,"하정우(정수), 배두나(세현), 오달수(대경)",126분,김성훈,8.660829649778988,5882
289,142822,인천상륙작전,2016,3.41,"이정재(장학수), 이범수(림계진), 리암 니슨(맥아더 장군)",110분,이재한,8.570277390361072,6453
290,140695,럭키,2015,5.68,"유해진(형욱), 이준(재성), 조윤희(리나)",112분,이계벽,8.826053442959918,3892
291,94767,덕혜옹주,2016,5.95,"손예진(덕혜옹주), 박해일(김장한)",127분,허진호,8.859929078014185,3948
292,125459,닥터 스트레인지,2016,7.03,"베네딕트 컴버배치(닥터 스트레인지), 레이첼 맥아담스(크리스틴 팔머), 틸다 스윈튼(에인션트 원)",115분,스콧 데릭슨,8.949522226838388,4814
293,145162,마스터,2016,5.77,"이병헌(진회장), 강동원(김재명), 김우빈(박장군)",143분,조의석,8.686219739292365,5370
294,115642,신비한 동물사전,2016,7.08,"에디 레드메인(뉴트 스캐맨더), 콜린 파렐(퍼시발 그레이브스), 캐서린 워터스턴(티나 골드스틴)",132분,데이빗 예이츠,8.768924302788845,3263
295,132933,판도라,2016,5.92,"김남길(재혁), 김주현(연주), 정진영(평섭)",136분,박정우,8.914615770969363,1991
296,113344,나우 유 씨 미 2,2016,5.34,"제시 아이젠버그(J. 다니엘 아틀라스), 마크 러팔로(딜런 로즈), 우디 해럴슨(메리트 맥키니)",129분,존 추,8.588807785888077,2055
297,142803,형,2016,4.55,"조정석(고두식), 디오(고두영), 박신혜(이수현)",110분,권수경,9.011034482758621,1450
298,129383,미스 페레그린과 이상한 아이들의 집,2016,7.08,"에바 그린(페레그린), 에이사 버터필드(제이크), 사무엘 L. 잭슨(바론)",127분,팀 버튼,8.592145015105741,1655
299,144968,제이슨 본,2016,5.97,"맷 데이먼(제이슨 본), 알리시아 비칸데르(헤더 리), 뱅상 카셀",123분,폴 그린그래스,8.411099949773982,3982
300,97629,도리를 찾아서,2016,6.52,"엘런 드제너러스(도리 목소리), 앨버트 브룩스(말린 목소리), 에드 오닐(행크 목소리)",97분,앤드류 스탠튼,8.69192200557103,1795
301,44913,아수라,Asura : The City of Madness,6.56,"정우성(한도경), 황정민(박성배), 주지훈(문선모)",132분,김성수,6.558953033268102,4088
302,180374,마이펫의 이중생활2,2019,6.00,"패튼 오스왈트(맥스 목소리), 케빈 하트(스노우볼 목소리), 제니 슬레이트(기젯 목소리)",85분,크리스 리노드,9.080555555555556,360
303,134963,라라랜드,2016,8.34,"라이언 고슬링(세바스찬), 엠마 스톤(미아)",127분,데이미언 셔젤,8.868760064412239,1242
304,134895,봉이 김선달,2016,5.14,"유승호(김인홍), 조재현(성대련), 고창석(보원)",121분,박대민,8.31781557743957,1117
305,126032,수어사이드 스쿼드,2016,5.15,"윌 스미스(플로이드 로턴 / 데드샷), 자레드 레토(조커), 마고 로비(할린 퀸젤 / 할리퀸)",122분,데이비드 에이어,7.6155837432047635,3863
306,10058,벤허,1959,8.75,"찰톤 헤스톤(유다 벤허), 잭 호킨스(퀸투스 아리우스), 하야 하라릿(에스더)",222분,윌리엄 와일러,9.0,1
307,125414,스타트렉 비욘드,2016,7.10,"크리스 파인(커크), 사이먼 페그(스코티), 조 샐다나(우후라)",122분,저스틴 린,8.41340782122905,895
